fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,mosaic,mixup,copy_paste
0.58822,0.00436,0.01,0.79172,0.00045,2.68684,0.83229,0.2,0.40543,0.00715,0.68883,0.48935,0.0,0.08769,0.43786,0.0,0.0,0.0,0.44716,1.0,0.0,0.0
0.56779,0.00466,0.01,0.81005,0.00052,2.86838,0.95,0.2,0.39898,0.01014,0.66395,0.57938,0.0,0.07663,0.64033,0.0,0.0,0.0,0.5751,1.0,0.0,0.0
0.54536,0.00523,0.01,0.98,0.0006,2.5548,0.66069,0.14234,0.45231,0.00934,0.61481,0.46681,0.0,0.11129,0.4272,0.0,0.0,0.0,0.46401,0.96862,0.0,0.0
0.61392,0.00385,0.01,0.83696,0.00044,2.68684,0.90384,0.18688,0.3536,0.00722,0.65303,0.46928,0.0,0.10349,0.35337,0.0,0.0,0.0,0.41369,0.99874,0.0,0.0
0.57809,0.00385,0.01323,0.98,0.00044,2.68684,0.95,0.1715,0.27882,0.00659,0.57773,0.46928,0.0,0.12988,0.42639,0.0,0.0,0.0,0.45099,0.69872,0.0,0.0
0.62495,0.00398,0.01,0.81932,0.00047,3.51141,0.88621,0.18688,0.37579,0.00626,0.70842,0.46928,0.0,0.1089,0.30299,0.0,0.0,0.0,0.39739,0.99874,0.0,0.0
0.58307,0.00464,0.01,0.79172,0.00039,2.68684,0.95,0.2,0.38823,0.00792,0.69355,0.43886,0.0,0.09685,0.43786,0.0,0.0,0.0,0.43626,1.0,0.0,0.0
0.60873,0.00435,0.01039,0.8504,0.00047,3.10407,0.95,0.18688,0.4081,0.00598,0.62341,0.46319,0.0,0.10685,0.34451,0.0,0.0,0.0,0.35247,0.8837,0.0,0.0
0.61166,0.00397,0.01,0.71843,0.00044,3.56896,0.86546,0.19624,0.3967,0.00679,0.69655,0.40502,0.0,0.11814,0.27141,0.0,0.0,0.0,0.38342,0.99874,0.0,0.0
0.59675,0.00374,0.01229,0.84664,0.0005,2.86931,0.95,0.2,0.32204,0.00824,0.73994,0.5381,0.0,0.08361,0.32255,0.0,0.0,0.0,0.53259,0.88103,0.0,0.0
0.61207,0.00402,0.01009,0.82054,0.00045,3.51141,0.87817,0.18236,0.37449,0.00652,0.6934,0.46105,0.0,0.1089,0.30683,0.0,0.0,0.0,0.40646,0.99109,0.0,0.0
0.62126,0.00423,0.0105,0.86703,0.00044,3.90382,0.85109,0.17786,0.41785,0.00679,0.71294,0.39653,0.0,0.11278,0.24001,0.0,0.0,0.0,0.29063,0.86291,0.0,0.0
0.62563,0.00394,0.01013,0.82559,0.00048,3.51141,0.89394,0.18589,0.37506,0.00628,0.72119,0.47191,0.0,0.10823,0.30385,0.0,0.0,0.0,0.39509,0.99921,0.0,0.0
0.60758,0.00424,0.01115,0.84962,0.00041,3.71441,0.66436,0.16293,0.40016,0.00679,0.33125,0.44484,0.0,0.14341,0.24001,0.0,0.0,0.0,0.32437,0.7618,0.0,0.0
0.60947,0.00399,0.01017,0.82119,0.00047,3.5099,0.88666,0.18688,0.37735,0.00619,0.70708,0.47015,0.0,0.1092,0.30299,0.0,0.0,0.0,0.39954,1.0,0.0,0.0
0.60864,0.00398,0.01,0.81932,0.00047,3.19431,0.86891,0.18688,0.39581,0.00602,0.70842,0.46928,0.0,0.1089,0.30299,0.0,0.0,0.0,0.4162,0.97296,0.0,0.0
0.62707,0.0031,0.01079,0.65074,0.00044,3.4222,0.88621,0.19719,0.28407,0.00626,0.79464,0.43634,0.0,0.11698,0.32025,0.0,0.0,0.0,0.39739,1.0,0.0,0.0
0.61475,0.00398,0.01,0.819,0.00047,3.51141,0.88531,0.18688,0.37579,0.00627,0.70618,0.469,0.0,0.10891,0.30289,0.0,0.0,0.0,0.3972,1.0,0.0,0.0
0.6033,0.0046,0.01098,0.85397,0.0005,3.51141,0.89394,0.16751,0.37506,0.00547,0.77147,0.47191,0.0,0.09957,0.30385,0.0,0.0,0.0,0.36567,0.99921,0.0,0.0
0.62705,0.00314,0.01079,0.74434,0.00041,3.46099,0.95,0.2,0.34248,0.00626,0.65287,0.49062,0.0,0.12336,0.30995,0.0,0.0,0.0,0.43116,1.0,0.0,0.0
0.61519,0.00421,0.01234,0.89692,0.0005,2.98363,0.73964,0.2,0.42613,0.0054,0.65703,0.35249,0.0,0.10823,0.40137,0.0,0.0,0.0,0.36839,0.99921,0.0,0.0
0.62543,0.00314,0.01014,0.7857,0.00036,2.62401,0.95,0.17031,0.36084,0.00591,0.54719,0.48361,0.0,0.1205,0.30995,0.0,0.0,0.0,0.43116,1.0,0.0,0.0
0.62286,0.00318,0.01107,0.8012,0.00039,3.28844,0.95,0.2,0.34867,0.00631,0.66607,0.49049,0.0,0.12523,0.30097,0.0,0.0,0.0,0.4154,0.9375,0.0,0.0
0.63463,0.00297,0.01163,0.65074,0.00043,3.49419,0.88498,0.19397,0.29228,0.00648,0.84303,0.42385,0.0,0.11356,0.30875,0.0,0.0,0.0,0.39739,1.0,0.0,0.0
0.62457,0.00314,0.01077,0.74655,0.00041,3.46109,0.95,0.19992,0.34206,0.00625,0.65517,0.48888,0.0,0.12336,0.31148,0.0,0.0,0.0,0.43116,0.99795,0.0,0.0
0.60055,0.00371,0.01363,0.61471,0.00033,3.34892,0.95,0.2,0.24692,0.00648,0.72743,0.42385,0.0,0.09942,0.30875,0.0,0.0,0.0,0.39281,1.0,0.0,0.0
0.6342,0.00297,0.01,0.65074,0.00046,3.06026,0.95,0.19147,0.29228,0.00648,0.9,0.6097,0.0,0.11356,0.28249,0.0,0.0,0.0,0.37476,1.0,0.0,0.0
0.61694,0.0028,0.01227,0.65074,0.00049,3.91528,0.82084,0.17125,0.22084,0.00648,0.72579,0.43883,0.0,0.11356,0.22138,0.0,0.0,0.0,0.39739,1.0,0.0,0.0
0.62945,0.0029,0.01,0.65074,0.00042,3.06026,0.95,0.19147,0.26127,0.0066,0.86893,0.63875,0.0,0.11356,0.28249,0.0,0.0,0.0,0.39181,0.92479,0.0,0.0
0.62214,0.00294,0.01376,0.63962,0.00046,3.49419,0.75821,0.18605,0.33,0.00668,0.83375,0.51492,0.0,0.13038,0.35014,0.0,0.0,0.0,0.39739,0.80411,0.0,0.0
0.61798,0.00325,0.01062,0.6,0.00046,3.41932,0.77483,0.2,0.29228,0.00659,0.61809,0.4444,0.0,0.13345,0.30875,0.0,0.0,0.0,0.39739,1.0,0.0,0.0
0.63175,0.00297,0.0115,0.65858,0.00044,3.64251,0.88498,0.16946,0.30702,0.0068,0.79503,0.44797,0.0,0.10922,0.31667,0.0,0.0,0.0,0.39739,0.96063,0.0,0.0
0.61675,0.00341,0.01212,0.7597,0.00045,2.51404,0.77752,0.2,0.28573,0.00504,0.9,0.67142,0.0,0.12436,0.28249,0.0,0.0,0.0,0.28269,1.0,0.0,0.0
0.6534,0.00241,0.01,0.73166,0.00043,2.90458,0.95,0.2,0.20711,0.00766,0.82029,0.59141,0.0,0.10661,0.27391,0.0,0.0,0.0,0.3062,0.94796,0.0,0.0
0.66508,0.00227,0.01123,0.6,0.00043,3.03044,0.94641,0.18808,0.22802,0.00827,0.78787,0.59141,0.0,0.11186,0.26079,0.0,0.0,0.0,0.32896,0.93296,0.0,0.0
0.65443,0.00227,0.01123,0.6,0.00043,3.03061,0.94643,0.18808,0.22802,0.00827,0.78787,0.5914,0.0,0.11186,0.26079,0.0,0.0,0.0,0.32896,0.93295,0.0,0.0
0.66908,0.00218,0.01104,0.65615,0.00043,3.12872,0.88382,0.16432,0.22802,0.00827,0.73078,0.58644,0.0,0.11158,0.26079,0.0,0.0,0.0,0.32533,0.93296,0.0,0.0
0.65104,0.00218,0.01,0.65615,0.00043,3.03077,0.88382,0.16432,0.22802,0.00827,0.71403,0.47945,0.0,0.11156,0.33786,0.0,0.0,0.0,0.38614,1.0,0.0,0.0
